"","Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Quarter","Launch_Year","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_Size","Cache_Type","Instruction_Set","TDP","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth"
"1359","Core","Mobile","i5-4200M","Launched",4,2013,"22 nm","$225.00 ",2,4,2500,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1361","Core","Mobile","i5-4200H","Launched",4,2013,"22 nm","$225.00 ",2,4,2800,8.03008409426756,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1364","Core","Mobile","i5-4330M","Launched",4,2013,"22 nm","$266.00 ",2,4,2800,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1371","Core","Mobile","i5-4300M","Launched",4,2013,"22 nm","$225.00 - $227.00",2,4,2600,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1453","Core","Mobile","i3-4000M","Launched",4,2013,"22 nm","$225.00 ",2,4,2400,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1492","Core","Mobile","i3-4100M","Launched",4,2013,"22 nm","$225.00 ",2,4,2500,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"18","Pentium","Desktop","J2900","Launched",4,2013,"22 nm","$94.00 ",4,4,2410,7.6246189861594,"L2","64-bit",10,8,"DDR3L 1333",2,21.3
"23","Pentium","Mobile","N3520","Launched",4,2013,"22 nm","$161.00 ",4,4,2170,7.6246189861594,"Standard","64-bit",7.5,8,"DDR3L 1333",2,25.6
"32","Pentium","Mobile","3561Y","Launched",4,2013,"22 nm","$161.00 ",2,2,1200,7.6246189861594,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"35","Pentium","Mobile","3558U","Launched",4,2013,"22 nm","$161.00 ",2,2,1700,7.6246189861594,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"37","Pentium","Mobile","3550M","Launched",4,2013,"22 nm","$134.00 ",2,2,2300,7.6246189861594,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"662","Quark","Embedded","X1000","Launched",4,2013,"32 nm","$9.62 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"591","Atom","Mobile","Z3460","Launched",1,2014,"22 nm","N/A",2,2,2300,6.93147180559945,"SmartCache","64-bit",37,4,"LPDDR3 1066",2,8.5
"592","Atom","Mobile","Z3480","Launched",1,2014,"22 nm","N/A",2,2,2300,6.93147180559945,"SmartCache","64-bit",37,4,"LPDDR3 1066",2,8.5
"598","Atom","Mobile","Z3735E","Launched",1,2014,"22 nm","$21.00 ",4,4,1330,7.6246189861594,"L2","64-bit",37,1,"DDR3L-RS 1333",1,5.3
"599","Atom","Mobile","Z3735D","Launched",1,2014,"22 nm","N/A",4,4,1330,7.6246189861594,"L2","64-bit",37,2,"DDR3L-RS 1333",1,10.6
"600","Atom","Mobile","Z3735F","Launched",1,2014,"22 nm","$18.00 ",4,4,1330,7.6246189861594,"L2","64-bit",37,2,"DDR3L-RS 1333",1,10.6
"601","Atom","Mobile","Z3735G","Launched",1,2014,"22 nm","$17.00 ",4,4,1330,7.6246189861594,"L2","64-bit",37,1,"DDR3L-RS 1333",1,5.3
"606","Atom","Mobile","Z3745","Launched",1,2014,"22 nm","$30.00 ",4,4,1330,7.6246189861594,"L2","64-bit",37,4,"LPDDR3 1066",2,17.1
"607","Atom","Mobile","Z3745D","Launched",1,2014,"22 nm","N/A",4,4,1330,7.6246189861594,"L2","64-bit",37,2,"DDR3L-RS 1333",1,10.6
"609","Atom","Mobile","Z3775","Launched",1,2014,"22 nm","$35.00 ",4,4,1460,7.6246189861594,"L2","64-bit",37,4,"LPDDR3 1066",2,17.1
"611","Atom","Mobile","Z3775D","Launched",1,2014,"22 nm","N/A",4,4,1490,7.6246189861594,"L2","64-bit",37,2,"DDR3L-RS 1333",1,10.6
"613","Atom","Mobile","Z3795","Launched",1,2014,"22 nm","$40.00 ",4,4,1590,7.6246189861594,"L2","64-bit",37,4,"LPDDR3 1066",2,17.1
"369","Celeron","Desktop","G1820","Launched",1,2014,"22 nm","$42.00 ",2,2,2700,7.6246189861594,"SmartCache","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"371","Celeron","Desktop","G1820T","End of Life",1,2014,"22 nm","$42.00 ",2,2,2400,7.6246189861594,"SmartCache","64-bit",35,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"373","Celeron","Desktop","G1830","End of Life",1,2014,"22 nm","$52.00 ",2,2,2800,7.6246189861594,"SmartCache","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"372","Celeron","Embedded","G1820TE","Launched",1,2014,"22 nm","$42.00 ",2,2,2200,7.6246189861594,"SmartCache","64-bit",35,32,"DDR3 1333",2,21.3
"1269","Celeron","Embedded","2000E","Launched",1,2014,"22 nm","$86.00 ",2,2,2200,7.6246189861594,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1854","Celeron","Embedded","2002E","Launched",1,2014,"22 nm","$86.00 ",2,2,1500,7.6246189861594,"SmartCache","64-bit",25,32,"DDR3L 1333/1600",2,25.6
"396","Celeron","Mobile","N2807","Launched",1,2014,"22 nm","$107.00 ",2,2,1580,6.93147180559945,"Standard","64-bit",4.3,4,"DDR3L 1333",1,5.85
"401","Celeron","Mobile","N2830","Launched",1,2014,"22 nm","$107.00 ",2,2,2160,6.93147180559945,"Standard","64-bit",7.5,8,"DDR3L 1333",2,25.6
"405","Celeron","Mobile","N2930","Launched",1,2014,"22 nm","$107.00 ",4,4,1830,7.6246189861594,"Standard","64-bit",7.5,8,"DDR3L 1333",2,25.6
"1331","Core","Embedded","i7-4702EC","Launched",1,2014,"22 nm","$459.00 ",4,8,2000,9.01091334727929,"SmartCache","64-bit",27,32,"DDR3L 1333/1600",2,25.6
"1335","Core","Embedded","i7-4700EC","Launched",1,2014,"22 nm","$459.00 ",4,8,2700,9.01091334727929,"SmartCache","64-bit",43,32,"DDR3L 1333/1600",2,25.6
"1381","Core","Embedded","i5-4402EC","Launched",1,2014,"22 nm","$324.00 ",2,4,2500,8.31776616671934,"SmartCache","64-bit",27,32,"DDR3L 1333/1600",2,25.6
"449","Core","Mobile","i7-4940MX","Launched",1,2014,"22 nm","N/A",4,8,3100,9.01091334727929,"SmartCache","64-bit",57,32,"DDR3L 1333/1600",2,25.6
"1304","Core","Mobile","i7-4610M","Launched",1,2014,"22 nm","N/A",2,4,3000,8.31776616671934,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1337","Core","Mobile","i7-4860HQ","Launched",1,2014,"22 nm","$434.00 ",4,8,2400,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1339","Core","Mobile","i7-4810MQ","Launched",1,2014,"22 nm","$378.00 ",4,8,2800,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1344","Core","Mobile","i7-4910MQ","Launched",1,2014,"22 nm","$568.00 - $570.00",4,8,2900,9.01091334727929,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1360","Core","Mobile","i5-4360U","Launched",1,2014,"22 nm","N/A",2,4,1500,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1363","Core","Mobile","i5-4340M","Launched",1,2014,"22 nm","$266.00 ",2,4,2900,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1365","Core","Mobile","i5-4310U","Launched",1,2014,"22 nm","$281.00 ",2,4,2000,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1366","Core","Mobile","i5-4310M","Launched",1,2014,"22 nm","N/A",2,4,2700,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"94","Pentium","Embedded","1405V2","Launched",1,2014,"22 nm","$156.00 ",2,2,1400,8.72323127482751,"SmartCache","64-bit",40,384,"DDR3 800/1066/1333 ",2,38.4
"24","Pentium","Mobile","N3530","Launched",1,2014,"22 nm","$161.00 ",4,4,2160,7.6246189861594,"Standard","64-bit",7.5,8,"DDR3L 1333",2,25.6
"657","Quark","Embedded","X1020D","Launched",1,2014,"32 nm","$10.70 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"660","Quark","Embedded","X1010","Launched",1,2014,"32 nm","$10.16 ",1,1,400,2.77258872223978,"Standard","32-bit",2.2,2,"DDR3 800",1,1.6
"786","Xeon","Embedded","E5-2448LV2","Launched",1,2014,"22 nm","$1,424.00 ",10,20,1800,10.1503476304677,"SmartCache","64-bit",70,384,"DDR3 800/1066/1333/1600",3,38.4
"797","Xeon","Embedded","E5-4624LV2","Launched",1,2014,"22 nm","$2,405.00 ",10,20,1900,10.1503476304677,"SmartCache","64-bit",70,768,"DDR3 800/1066/1333/1600/1866",4,59.7
"799","Xeon","Embedded","E5-2428LV2","Launched",1,2014,"22 nm","$1,013.00 ",8,16,1800,9.92720407915344,"SmartCache","64-bit",60,384,"DDR3 800/1066/1333/1600",3,38.4
"805","Xeon","Embedded","E5-2418LV2","Launched",1,2014,"22 nm","$607.00 ",6,12,2000,9.63952200670166,"SmartCache","64-bit",50,384,"DDR3 800/1066/1333 ",3,32
"812","Xeon","Embedded","E5-1428LV2","Launched",1,2014,"22 nm","$494.00 ",6,12,2200,9.63952200670166,"SmartCache","64-bit",60,384,"DDR3 800/1066/1333/1600",3,38.4
"780","Xeon","Server","E5-2470V2","Launched",1,2014,"22 nm","$1,440.00 ",10,20,2400,10.1503476304677,"SmartCache","64-bit",95,384,"DDR3 800/1066/1333/1600",3,38.4
"782","Xeon","Server","E5-2450LV2","Launched",1,2014,"22 nm","$1,219.00 ",10,20,1700,10.1503476304677,"SmartCache","64-bit",60,384,"DDR3 800/1066/1333/1600",3,38.4
"784","Xeon","Server","E5-2450V2","Launched",1,2014,"22 nm","$1,107.00 ",8,16,2500,9.92720407915344,"SmartCache","64-bit",95,384,"DDR3 800/1066/1333/1600",3,38.4
"785","Xeon","Server","E5-4657LV2","Launched",1,2014,"22 nm","$4,394.00 ",12,24,2400,10.3326691872616,"SmartCache","64-bit",115,768,"DDR3 800/1066/1333/1600/1866",4,59.7
"789","Xeon","Server","E5-4650V2","Launched",1,2014,"22 nm","$3,616.00 ",10,20,2400,10.1503476304677,"SmartCache","64-bit",95,768,"DDR3 800/1066/1333/1600/1866",4,59.7
"790","Xeon","Server","E5-2440V2","Launched",1,2014,"22 nm","$832.00 ",8,16,1900,9.92720407915344,"SmartCache","64-bit",95,384,"DDR3 800/1066/1333/1600",3,38.4
"792","Xeon","Server","E5-2430LV2","Launched",1,2014,"22 nm","$612.00 ",6,12,2400,9.63952200670166,"SmartCache","64-bit",60,384,"DDR3 800/1066/1333/1600",3,38.4
"793","Xeon","Server","E5-4640V2","Launched",1,2014,"22 nm","$2,725.00 ",10,20,2200,9.92720407915344,"SmartCache","64-bit",95,768,"DDR3 800/1066/1333/1600/1866",4,59.7
"795","Xeon","Server","E5-2430V2","Launched",1,2014,"22 nm","$551.00 ",6,12,2500,9.63952200670166,"SmartCache","64-bit",80,384,"DDR3 800/1066/1333/1600",3,38.4
"796","Xeon","Server","E5-4627V2","Launched",1,2014,"22 nm","$2,108.00 ",8,8,3300,9.70406052783923,"SmartCache","64-bit",130,768,"DDR3 800/1066/1333/1600/1866",4,59.7
"801","Xeon","Server","E5-2420V2","Launched",1,2014,"22 nm","$406.00 ",6,12,2200,9.63952200670166,"SmartCache","64-bit",80,384,"DDR3 800/1066/1333/1600",3,38.4
"803","Xeon","Server","E5-4620V2","Launched",1,2014,"22 nm","$1,611.00 ",8,16,2600,9.92720407915344,"SmartCache","64-bit",95,768,"DDR3 800/1066/1333/1600",4,51.2
"807","Xeon","Server","E5-4610V2","Launched",1,2014,"22 nm","$1,219.00 ",8,16,2300,9.70406052783923,"SmartCache","64-bit",95,768,"DDR3 800/1066/1333/1600",4,51.2
"808","Xeon","Server","E5-4607V2","Launched",1,2014,"22 nm","$885.00 ",6,12,2600,9.63952200670166,"SmartCache","64-bit",95,768,"DDR3 800/1066/1333 ",4,42.6
"810","Xeon","Server","E5-2407V2","Launched",1,2014,"22 nm","$250.00 ",4,4,2400,9.2340568985935,"SmartCache","64-bit",80,384,"DDR3 800/1066/1333 ",3,32
"814","Xeon","Server","E5-2403V2","Launched",1,2014,"22 nm","$192.00 ",4,4,1800,9.2340568985935,"SmartCache","64-bit",80,384,"DDR3 800/1066/1333 ",3,32
"815","Xeon","Server","E5-4603V2","Launched",1,2014,"22 nm","$551.00 ",4,8,2200,9.2340568985935,"SmartCache","64-bit",95,768,"DDR3 800/1066/1333 ",4,42.6
"1247","Xeon","Server","7120D","End of Life",1,2014,"22 nm","N/A",61,122,1240,10.3491984892128,"L2","64-bit",270,16,"",16,352
"1263","Xeon","Server","E7-2850V2","Launched",1,2014,"22 nm","N/A",12,24,2300,10.1095256359474,"Standard","64-bit",105,1576.96,"DDR3 1066/1333/1600",4,68
"2159","Xeon","Server","E7-2870V2","Launched",1,2014,"22 nm","$4,227.00 ",15,30,2300,10.3326691872616,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2160","Xeon","Server","E7-2880V2","Launched",1,2014,"22 nm","$5,339.00 ",15,30,2500,10.5558127385758,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2161","Xeon","Server","E7-2890V2","Launched",1,2014,"22 nm","$6,451.00 ",15,30,2800,10.5558127385758,"Standard","64-bit",155,1576.96,"DDR3 1066/1333/1600",4,85
"2162","Xeon","Server","E7-4809V2","Launched",1,2014,"22 nm","$1,223.00 ",6,12,1900,9.41637845538745,"Standard","64-bit",105,1576.96,"DDR3 1066/1333",4,68
"2163","Xeon","Server","E7-4820V2","Launched",1,2014,"22 nm","$1,446.00 ",8,16,2000,9.70406052783923,"Standard","64-bit",105,1576.96,"DDR3 1066/1333/1600",4,68
"2164","Xeon","Server","E7-4830V2","Launched",1,2014,"22 nm","$2,059.00 ",10,20,2200,9.92720407915344,"Standard","64-bit",105,1576.96,"DDR3 1066/1333/1600",4,68
"2165","Xeon","Server","E7-4850V2","Launched",1,2014,"22 nm","$2,837.00 ",12,24,2300,10.1095256359474,"Standard","64-bit",105,1576.96,"DDR3 1066/1333/1600",4,68
"2166","Xeon","Server","E7-4860V2","Launched",1,2014,"22 nm","$3,838.00 ",12,24,2600,10.3326691872616,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2167","Xeon","Server","E7-4870V2","Launched",1,2014,"22 nm","$4,394.00 ",15,30,2300,10.3326691872616,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2168","Xeon","Server","E7-4880V2","Launched",1,2014,"22 nm","$5,506.00 ",15,30,2500,10.5558127385758,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2169","Xeon","Server","E7-4890V2","Launched",1,2014,"22 nm","$6,619.00 ",15,30,2800,10.5558127385758,"Standard","64-bit",155,1576.96,"DDR3 1066/1333/1600",4,85
"2170","Xeon","Server","E7-8893V2","Launched",1,2014,"22 nm","$6,841.00 ",6,12,3400,10.5558127385758,"Standard","64-bit",155,1576.96,"DDR3 1066/1333/1600",4,85
"2171","Xeon","Server","E7-8891V2","Launched",1,2014,"22 nm","$6,841.00 ",10,20,3200,10.5558127385758,"Standard","64-bit",155,1576.96,"DDR3 1066/1333/1600",4,85
"2172","Xeon","Server","E7-8890V2","Launched",1,2014,"22 nm","$6,841.00 ",15,30,2800,10.5558127385758,"Standard","64-bit",155,1576.96,"DDR3 1066/1333/1600",4,85
"2173","Xeon","Server","E7-8880LV2","Launched",1,2014,"22 nm","$5,729.00 ",15,30,2200,10.5558127385758,"Standard","64-bit",105,1576.96,"DDR3 1066/1333/1600",4,85
"2174","Xeon","Server","E7-8880V2","Launched",1,2014,"22 nm","$5,729.00 ",15,30,2500,10.5558127385758,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2175","Xeon","Server","E7-8870V2","Launched",1,2014,"22 nm","$4,616.00 ",15,30,2300,10.3326691872616,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2176","Xeon","Server","E7-8857V2","Launched",1,2014,"22 nm","$3,838.00 ",12,12,3000,10.3326691872616,"Standard","64-bit",130,1576.96,"DDR3 1066/1333/1600",4,85
"2177","Xeon","Server","E7-8850V2","Launched",1,2014,"22 nm","$3,059.00 ",12,24,2300,10.1095256359474,"Standard","64-bit",105,1576.96,"DDR3 1066/1333/1600",4,68
"528","Atom","Embedded","C2308","Launched",2,2014,"22 nm","$60.00 ",2,2,1250,6.93147180559945,"Standard","",6,16,"DDR 1333",1,5.85
"531","Atom","Embedded","C2508","Launched",2,2014,"22 nm","$98.00 ",4,4,1250,7.6246189861594,"Standard","",9.5,32,"DDR3 1333",2,25.6
"593","Atom","Mobile","Z3560","Launched",2,2014,"22 nm","N/A",4,4,2160,7.6246189861594,"Standard","64-bit",7.5,4,"LPDDR3 1600",2,12.8
"594","Atom","Mobile","Z3530","Launched",2,2014,"22 nm","N/A",4,4,2160,7.6246189861594,"Standard","64-bit",7.5,4,"LPDDR3 1600",2,12.8
"596","Atom","Mobile","Z3580","Launched",2,2014,"22 nm","N/A",4,4,2160,7.6246189861594,"Standard","64-bit",7.5,4,"LPDDR3 1600",2,12.8
"602","Atom","Mobile","Z3736F","Launched",2,2014,"22 nm","$20.00 ",4,4,1330,7.6246189861594,"L2","64-bit",7.5,2,"DDR3L-RS 1333",1,10.6
"603","Atom","Mobile","Z3736G","Launched",2,2014,"22 nm","$20.00 ",4,4,1330,7.6246189861594,"L2","64-bit",7.5,1,"DDR3L-RS 1333",1,5.3
"612","Atom","Mobile","Z3785","Launched",2,2014,"22 nm","N/A",4,4,1490,7.6246189861594,"L2","64-bit",7.5,4,"LPDDR3 1333",2,21.3
"374","Celeron","Desktop","G1840","End of Life",2,2014,"22 nm","$42.00 ",2,2,2800,7.6246189861594,"Standard","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"375","Celeron","Desktop","G1840T","End of Life",2,2014,"22 nm","$42.00 ",2,2,2500,7.6246189861594,"Standard","64-bit",35,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"376","Celeron","Desktop","G1850","End of Life",2,2014,"22 nm","$52.00 ",2,2,2900,7.6246189861594,"Standard","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
"1858","Celeron","Mobile","2970M","Launched",2,2014,"22 nm","$75.00 ",2,2,2200,7.6246189861594,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1307","Core","Desktop","i7-4790T","End of Life",2,2014,"22 nm","$303.00 ",4,8,2700,9.01091334727929,"SmartCache","64-bit",45,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1308","Core","Desktop","i7-4790S","Launched",2,2014,"22 nm","$303.00 - $312.00",4,8,3200,9.01091334727929,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1309","Core","Desktop","i7-4790","End of Life",2,2014,"22 nm","$303.00 - $312.00",4,8,3600,9.01091334727929,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1310","Core","Desktop","i7-4785T","End of Life",2,2014,"22 nm","$303.00 ",4,8,2200,9.01091334727929,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1319","Core","Desktop","i7-4790K","End of Life",2,2014,"22 nm","$339.00 - $350.00",4,8,4000,9.01091334727929,"SmartCache","64-bit",88,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1376","Core","Desktop","i5-4460","End of Life",2,2014,"22 nm","$182.00 - $187.00",4,4,3200,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1377","Core","Desktop","i5-4460S","End of Life",2,2014,"22 nm","$182.00 ",4,4,2900,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1378","Core","Desktop","i5-4460T","End of Life",2,2014,"22 nm","$182.00 ",4,4,1900,8.72323127482751,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1384","Core","Desktop","i5-4590T","Launched",2,2014,"22 nm","$192.00 ",4,4,2000,8.72323127482751,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1385","Core","Desktop","i5-4590S","Launched",2,2014,"22 nm","$192.00 - $202.00",4,4,3000,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1386","Core","Desktop","i5-4590","End of Life",2,2014,"22 nm","$192.00 - $202.00",4,4,3300,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1392","Core","Desktop","i5-4690T","End of Life",2,2014,"22 nm","$213.00 ",4,4,2500,8.72323127482751,"SmartCache","64-bit",45,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1393","Core","Desktop","i5-4690S","End of Life",2,2014,"22 nm","$213.00 - $224.00",4,4,3200,8.72323127482751,"SmartCache","64-bit",65,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1394","Core","Desktop","i5-4690K","End of Life",2,2014,"22 nm","$242.00 - $243.00",4,4,3500,8.72323127482751,"SmartCache","64-bit",88,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1395","Core","Desktop","i5-4690","End of Life",2,2014,"22 nm","$213.00 - $224.00",4,4,3500,8.72323127482751,"SmartCache","64-bit",84,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1480","Core","Desktop","i3-4150","End of Life",2,2014,"22 nm","$117.00 ",2,4,3500,8.03008409426756,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1481","Core","Desktop","i3-4150T","End of Life",2,2014,"22 nm","$117.00 ",2,4,3000,8.03008409426756,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1498","Core","Desktop","i3-4360","Launched",2,2014,"22 nm","$138.00 - $147.00",2,4,3700,8.31776616671934,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1499","Core","Desktop","i3-4350T","Launched",2,2014,"22 nm","$138.00 ",2,4,3100,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1500","Core","Desktop","i3-4350","End of Life",2,2014,"22 nm","$138.00 - $147.00",2,4,3600,8.31776616671934,"SmartCache","64-bit",54,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6
"1382","Core","Embedded","i5-4410E","Launched",2,2014,"22 nm","$266.00 ",2,4,2900,8.03008409426756,"SmartCache","64-bit",37,16,"DDR3L 1333/1600",2,25.6
"1383","Core","Embedded","i5-4422E","Launched",2,2014,"22 nm","$266.00 ",2,4,1800,8.03008409426756,"SmartCache","64-bit",25,16,"DDR3L 1333/1600",2,25.6
"1488","Core","Embedded","i3-4112E","Launched",2,2014,"22 nm","$225.00 ",2,4,1800,8.03008409426756,"SmartCache","64-bit",25,32,"DDR3L 1333/1600",2,25.6
"1490","Core","Embedded","i3-4110E","Launched",2,2014,"22 nm","$225.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1503","Core","Embedded","i3-4340TE","Launched",2,2014,"22 nm","$138.00 ",2,4,2600,8.31776616671934,"SmartCache","64-bit",35,32,"DDR3 1333/1600",2,25.6
"1273","Core","Mobile","i3-4030Y","Launched",2,2014,"22 nm","$281.00 ",2,4,1600,8.03008409426756,"SmartCache","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1300","Core","Mobile","i7-4510U","Launched",2,2014,"22 nm","$393.00 ",2,4,2000,8.31776616671934,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1321","Core","Mobile","i7-4760HQ","Launched",2,2014,"22 nm","$434.00 ",4,8,2100,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1325","Core","Mobile","i7-4712MQ","Launched",2,2014,"22 nm","$378.00 ",4,8,2300,8.72323127482751,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1326","Core","Mobile","i7-4712HQ","Launched",2,2014,"22 nm","$378.00 ",4,8,2300,8.72323127482751,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1327","Core","Mobile","i7-4710MQ","Launched",2,2014,"22 nm","$378.00 ",4,8,2500,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1328","Core","Mobile","i7-4710HQ","Launched",2,2014,"22 nm","$378.00 ",4,8,2500,8.72323127482751,"SmartCache","64-bit",47,32,"DDR3L 1333/1600",2,25.6
"1348","Core","Mobile","i5-4260U","Launched",2,2014,"22 nm","$315.00 ",2,4,1400,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1351","Core","Mobile","i5-4220Y","Launched",2,2014,"22 nm","$281.00 ",2,4,1600,8.03008409426756,"Standard","64-bit",11.5,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1353","Core","Mobile","i5-4210U","Launched",2,2014,"22 nm","$281.00 ",2,4,1700,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1354","Core","Mobile","i5-4210M","Launched",2,2014,"22 nm","$225.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1446","Core","Mobile","i3-4030U","Launched",2,2014,"22 nm","$281.00 ",2,4,1900,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1447","Core","Mobile","i3-4025U","Launched",2,2014,"22 nm","$275.00 ",2,4,1900,8.03008409426756,"SmartCache","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1487","Core","Mobile","i3-4120U","Launched",2,2014,"22 nm","$281.00 ",2,4,2000,8.03008409426756,"Standard","64-bit",15,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6
"1489","Core","Mobile","i3-4110M","Launched",2,2014,"22 nm","$225.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",37,32,"DDR3L 1333/1600",2,25.6
"1835","Pentium","Desktop","G3240","End of Life",2,2014,"22 nm","$54.00 - $64.00",2,2,3100,8.03008409426756,"SmartCache","64-bit",53,32,"DDR3-1333, DDR3L-1333 @ 1.5V",2,21.3
